Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost,Shipping_Days,Cost_per_kg,Is_Delayed
SH657383,O465594,8/26/2024,3/20/2025,Mumbai,Toronto,In Transit,331.76,1878.05,206,5.660869303,0
SH321628,O941483,5/23/2025,2/11/2025,Cairo,Dubai,Returned,95.32,726.45,-101,7.621170793,0
SH189179,O344470,3/19/2025,4/16/2025,London,Paris,Delivered,309.49,1744.42,28,5.636434134,0
SH411748,O883575,4/10/2025,10/3/2025,London,Paris,Returned,141.9,1743.89,176,12.28957012,0
SH451428,O121283,5/11/2024,4/14/2024,New York,Los Angeles,delivered,254.49,1839.36,-27,7.227631734,0
SH734528,O875477,8/4/2025,11/5/2024,London,Toronto,delivered,176.77,588.22,-272,3.327600837,0
SH217252,O990188,10/25/2024,11/10/2024,Berlin,Paris,In Transit,336.38,621.84,16,1.84862358,0
SH550686,O237309,10/2/2024,7/23/2025,London,Los Angeles,delivered,246.19,1267.16,294,5.147081522,0
SH326238,O100454,10/12/2024,10/16/2024,Berlin,Los Angeles,In Transit,478.01,1719.15,4,3.596472877,0
SH604557,O628143,5/25/2024,3/19/2025,London,Los Angeles,Delayed,296,1576.66,298,5.326554054,1
SH986693,O311585,4/14/2024,4/21/2024,London,Dubai,Delivered,36.92,58.3,7,1.579089924,0
SH462109,O212267,7/12/2025,7/23/2025,London,Sydney,Returned,271,1209.12,11,4.461697417,0
SH262354,O118437,6/24/2025,3/31/2024,Berlin,Dubai,In Transit,170.15,1444.49,-450,8.489509257,0
SH995156,O564784,1/3/2024,3/17/2024,New York,Los Angeles,Returned,490.63,635.88,74,1.296047938,0
SH151457,O529957,12/29/2023,6/12/2025,Cairo,Paris,Delivered,130.36,1585.66,531,12.16370052,0
SH416848,O718833,11/11/2024,12/8/2024,Berlin,Sydney,delivered,208.74,1657.62,27,7.941075022,0
SH331441,O880170,3/17/2025,12/4/2023,Mumbai,Toronto,In Transit,326.53,316.81,-469,0.970232444,0
SH455351,O780537,4/23/2025,5/10/2025,London,Paris,In Transit,494.98,999.395,17,2.019061376,0
SH711014,O610447,8/19/2024,3/3/2024,New York,Sydney,Delayed,152.42,470.18,-169,3.084765779,1
SH421848,O313417,9/3/2025,5/12/2024,London,Sydney,delivered,82.4,1857.91,-479,22.54745146,0
SH550343,O480603,11/23/2024,11/25/2024,London,Sydney,delivered,433.6,1874.49,2,4.323085793,0
SH157026,O854318,8/3/2024,6/10/2024,Cairo,Dubai,Delayed,231.73,123.18,-54,0.53156691,1
SH600458,O352844,10/22/2024,3/7/2025,Cairo,Toronto,Delayed,419.64,292.31,136,0.696573253,1
SH145235,O118584,2/18/2025,8/11/2025,London,Dubai,Returned,144.32,1705.72,174,11.8190133,0
SH121659,O813897,1/26/2025,1/27/2025,London,Sydney,delivered,254.49,434.31,1,1.70658965,0
SH632256,O483826,2/29/2024,2/20/2024,New York,Los Angeles,Delivered,171.33,999.395,-9,5.833158233,0
SH506793,O198596,9/23/2024,10/9/2025,Mumbai,Dubai,Delayed,125.2,1989,381,15.88658147,1
SH998161,O417908,4/26/2025,3/5/2025,New York,Los Angeles,Returned,69.84,1947.4,-52,27.88373425,0
SH850878,O141277,5/17/2024,11/4/2023,Mumbai,Dubai,Delivered,5.97,460.72,-195,77.17252931,0
SH947338,O451168,6/7/2025,6/21/2025,Mumbai,Los Angeles,Returned,199.19,1604.99,14,8.057583212,0
SH373772,O764384,1/2/2025,1/7/2024,London,Los Angeles,In Transit,254.49,706.67,-361,2.776808519,0
SH344302,O623621,8/28/2025,8/30/2025,London,Paris,In Transit,23.64,517.97,2,21.9107445,0
SH162162,O659566,7/22/2025,3/8/2024,Mumbai,Paris,Delivered,333.57,1474.58,-501,4.420601373,0
SH689782,O629230,1/14/2025,12/5/2024,Mumbai,Dubai,Delayed,197.81,1279.26,-40,6.467114908,1
SH582443,O866386,7/20/2024,7/26/2024,London,Toronto,Returned,195.55,659.54,6,3.372743544,0
SH804632,O245531,1/6/2025,1/11/2025,Mumbai,Paris,Returned,498.79,1794.64,5,3.597987129,0
SH132656,O426264,10/1/2025,10/14/2025,Cairo,Los Angeles,Returned,22.2,1872.45,13,84.34459459,0
SH931322,O498708,8/19/2025,8/16/2024,Cairo,Paris,delivered,342.06,1407.8,-368,4.115652225,0
SH244805,O544480,1/26/2025,3/15/2025,London,Toronto,Returned,69.73,1195.23,48,17.14082891,0
SH326786,O510269,4/10/2025,5/13/2024,Cairo,Los Angeles,In Transit,34.2,1874.71,-332,54.81608187,0
SH463759,O121613,8/9/2024,6/30/2024,New York,Sydney,Returned,254.49,913.46,-40,3.589374828,0
SH878593,O570192,4/14/2024,3/22/2025,Berlin,Dubai,Returned,297.58,906.71,342,3.046945359,0
SH544256,O650093,10/1/2025,10/20/2025,London,Toronto,delivered,308.87,1944.26,19,6.294751837,0
SH400375,O924444,5/30/2025,1/17/2024,Berlin,Los Angeles,Returned,27.07,353.66,-499,13.06464721,0
SH620426,O952742,4/24/2024,5/3/2025,London,Paris,In Transit,275.74,108.81,374,0.394610865,0
SH589951,O363094,6/10/2024,1/18/2025,Cairo,Dubai,Delivered,253.05,58.2,222,0.229994072,0
SH386766,O347554,6/26/2024,3/23/2025,New York,Paris,In Transit,494.68,1590.56,270,3.215331123,0
SH194837,O305480,8/20/2024,8/30/2024,Mumbai,Sydney,Delivered,387.02,1146.61,10,2.962663428,0
SH737355,O375288,1/14/2025,3/18/2025,Cairo,Toronto,delivered,305.7,431.5,63,1.411514557,0
SH377347,O897596,9/29/2025,10/14/2025,Cairo,Toronto,Delayed,150.68,1701.74,15,11.29373507,1
SH470879,O729912,5/19/2024,10/2/2024,Berlin,Paris,Delivered,386.05,1880.84,136,4.872011397,0
SH370670,O719086,11/28/2024,12/4/2024,Berlin,Toronto,Returned,420.94,1143.09,6,2.715565164,0
SH185660,O573000,4/4/2024,3/26/2024,Mumbai,Toronto,Delivered,254.49,1495.09,-9,5.874847735,0
SH177536,O498309,11/21/2023,11/22/2023,Cairo,Toronto,Returned,214.64,1594.44,1,7.428438315,0
SH527467,O774867,9/1/2024,12/18/2023,Berlin,Toronto,Delayed,162.23,1108.74,-258,6.834370955,1
SH105511,O929578,3/20/2024,1/4/2024,Mumbai,Paris,Delivered,39.19,328.06,-76,8.371013014,0
SH119005,O262769,8/28/2025,10/29/2024,Cairo,Los Angeles,Delayed,54.57,498.13,-303,9.128275609,1
SH178732,O394415,4/19/2024,7/9/2025,Mumbai,Dubai,In Transit,129.56,999.395,446,7.713761964,0
SH307141,O907612,10/25/2023,10/3/2024,London,Toronto,delivered,254.49,33.53,344,0.131753703,0
SH848629,O315512,12/15/2023,8/30/2024,London,Toronto,delivered,110.48,96.29,259,0.871560463,0
SH397214,O455379,6/1/2025,7/14/2025,Berlin,Dubai,delivered,402.69,1664.91,43,4.134470685,0
SH264281,O424446,8/2/2024,7/2/2024,New York,Sydney,Delayed,10.66,372.77,-31,34.96904315,1
SH424039,O839436,9/21/2024,9/11/2025,London,Los Angeles,In Transit,434.76,596.49,355,1.371998344,0
SH498910,O277444,5/15/2024,2/4/2025,New York,Los Angeles,In Transit,340.95,1508.54,265,4.424519724,0
SH805050,O311767,12/7/2023,3/30/2024,New York,Dubai,In Transit,254.49,1498.45,114,5.888050611,0
SH451449,O624742,6/1/2025,6/8/2025,New York,Los Angeles,Delayed,308.78,709.25,7,2.296942807,1
SH783212,O802123,10/13/2025,11/19/2023,Berlin,Los Angeles,In Transit,493.65,999.395,-694,2.024501165,0
SH633198,O488910,4/17/2025,5/17/2024,New York,Los Angeles,Delayed,109.38,566.15,-335,5.175991955,1
SH933311,O245486,3/21/2024,5/22/2025,Mumbai,Los Angeles,Delayed,330.16,1296.22,427,3.926035861,1
SH869091,O583414,4/7/2025,6/30/2024,London,Paris,delivered,268.13,1969.57,-281,7.345578637,0
SH176983,O560254,9/28/2025,1/31/2024,London,Toronto,Delayed,356.15,1743.07,-606,4.894201881,1
SH398270,O485244,1/27/2024,8/18/2024,New York,Los Angeles,Returned,381.86,438.91,204,1.149400304,0
SH871961,O882440,1/7/2024,4/8/2025,Mumbai,Toronto,In Transit,474.64,999.395,457,2.105585286,0
SH808001,O930421,10/14/2025,8/18/2025,Berlin,Dubai,Delayed,482.05,667.45,-57,1.384607406,1
SH146339,O759214,5/20/2024,7/6/2025,Berlin,Sydney,Returned,359.71,1414.81,412,3.933196186,0
SH176895,O918734,8/3/2025,2/16/2025,Mumbai,Dubai,Delayed,16.25,334.01,-168,20.55446154,1
SH375993,O574929,7/19/2024,2/3/2024,Berlin,Dubai,delivered,359.39,976.67,-167,2.717577005,0
SH599967,O508943,3/12/2025,7/20/2025,Cairo,Los Angeles,Returned,260.56,1527.07,130,5.860723058,0
SH980871,O181604,11/5/2024,6/23/2025,Mumbai,Toronto,delivered,194.26,126.39,230,0.650622877,0
SH363311,O429734,5/7/2024,7/16/2024,Berlin,Los Angeles,Delivered,254.95,124.21,70,0.487193567,0
SH353030,O165544,10/19/2025,10/29/2025,Mumbai,Toronto,Delivered,334.19,733.64,10,2.195278135,0
SH114281,O396478,1/16/2024,2/21/2025,Berlin,Sydney,In Transit,117.56,999.395,402,8.50114835,0
SH869141,O413193,7/25/2025,8/8/2025,Cairo,Sydney,delivered,139.9,833.24,14,5.955968549,0
SH796911,O771354,6/20/2024,8/29/2024,Cairo,Paris,Delivered,57.37,999.395,70,17.42016733,0
SH791160,O453713,1/28/2024,8/22/2024,New York,Los Angeles,delivered,375.76,209.38,207,0.557217373,0
SH552565,O136920,5/27/2025,6/12/2025,Berlin,Paris,Delivered,62.15,285.57,16,4.594851167,0
SH722890,O360755,9/27/2024,4/9/2025,Berlin,Dubai,Delivered,211.89,1742.25,194,8.222426731,0
SH402278,O220071,7/15/2024,2/1/2025,Berlin,Paris,In Transit,415.06,57.66,201,0.138919674,0
SH689876,O277009,9/25/2024,10/3/2024,Berlin,Dubai,In Transit,48.19,393.52,8,8.166009546,0
SH288699,O167473,3/16/2024,7/31/2025,New York,Sydney,In Transit,5.7,776.52,502,136.2315789,0
SH581570,O799218,3/20/2025,4/24/2025,Berlin,Dubai,Returned,122.84,53.35,35,0.434304787,0
SH283421,O391993,12/21/2024,12/25/2024,Mumbai,Paris,In Transit,480.07,1086.99,4,2.264232299,0
SH667031,O338265,12/5/2023,9/12/2025,Berlin,Los Angeles,Delivered,183.22,999.395,647,5.4546174,0
SH190314,O502914,2/13/2024,7/4/2025,New York,Toronto,Delayed,424.18,663.96,507,1.565278891,1
SH298861,O527036,1/3/2024,10/31/2023,Berlin,Sydney,Returned,277.93,1788.79,-64,6.436117008,0
SH342818,O407470,3/29/2025,4/12/2025,Berlin,Toronto,Returned,132.4,73.36,14,0.55407855,0
SH738335,O650922,7/21/2025,7/28/2025,London,Paris,Delivered,471.55,1709.09,7,3.624408864,0
SH142420,O208628,9/1/2024,5/25/2025,Mumbai,Toronto,delivered,274.59,1721.21,266,6.268290906,0
SH462410,O284892,3/16/2025,7/7/2025,Berlin,Paris,In Transit,380.6,999.395,113,2.625840778,0
SH212519,O611399,1/7/2025,12/16/2023,Mumbai,Toronto,delivered,349.16,1566.56,-388,4.486653683,0
SH942518,O637895,11/15/2023,9/20/2025,Mumbai,Toronto,Delayed,12.86,1848.45,675,143.7363919,1
SH582456,O743935,10/15/2025,7/12/2024,Cairo,Toronto,Delayed,29.82,166.81,-460,5.593896714,1
SH831807,O363533,4/22/2025,7/15/2025,Mumbai,Paris,In Transit,422.9,1984.3,84,4.692125798,0
SH220733,O559312,12/27/2024,1/15/2025,London,Toronto,Delayed,14.85,1101.43,19,74.17037037,1
SH576587,O175785,1/5/2025,1/10/2025,Berlin,Dubai,In Transit,350.09,1133.87,5,3.238795738,0
SH427074,O875175,10/19/2024,3/26/2025,Mumbai,Paris,Delivered,110.64,891.66,158,8.059110629,0
SH886311,O608342,10/1/2025,10/18/2025,New York,Paris,delivered,346.44,747.34,17,2.157198938,0
SH294373,O114002,6/12/2024,9/3/2025,Mumbai,Paris,Delivered,470.21,1647.55,448,3.503859977,0
SH205442,O748974,1/16/2024,5/27/2024,London,Paris,Returned,414.21,745.43,132,1.799642693,0
SH670539,O967433,3/13/2025,7/3/2024,Berlin,Los Angeles,Delivered,218.35,1273.66,-253,5.833111976,0
SH626007,O998270,3/1/2025,1/18/2024,Cairo,Los Angeles,delivered,351.12,1599.15,-408,4.554425837,0
SH830272,O473840,10/18/2024,8/7/2025,New York,Dubai,Returned,354.27,525.93,293,1.484545685,0
SH678777,O838723,11/11/2023,8/16/2024,Mumbai,Paris,In Transit,383.08,1138.8,279,2.972747207,0
SH202627,O469439,12/4/2023,6/22/2025,Cairo,Paris,Delayed,416.26,1575.1,566,3.783933119,1
SH200104,O536423,9/13/2025,9/24/2025,New York,Dubai,Returned,104.46,1330.31,11,12.73511392,0
SH932324,O414388,7/4/2024,10/5/2025,Mumbai,Dubai,Delayed,434.77,1436.04,458,3.302987787,1
SH325492,O952809,12/24/2024,6/17/2024,Cairo,Los Angeles,Delivered,254.49,702.93,-190,2.76211246,0
SH696215,O992233,1/25/2025,2/2/2025,Cairo,Paris,In Transit,415.74,1637.33,8,3.938350892,0
SH849128,O377743,10/28/2023,11/6/2023,Cairo,Sydney,delivered,351.46,999.395,9,2.843552609,0
SH991473,O950296,7/3/2024,9/8/2024,New York,Los Angeles,Returned,331.85,1549.6,67,4.669579629,0
SH821137,O576790,7/4/2025,7/17/2025,London,Toronto,Delayed,49.43,999.395,13,20.21838964,1
SH142546,O674024,11/30/2023,3/26/2025,Mumbai,Paris,Delayed,120.35,435.28,482,3.616784379,1
SH232110,O169968,2/20/2024,9/11/2025,Berlin,Toronto,Returned,388.48,1034.78,569,2.663663509,0
SH865568,O481369,3/16/2024,1/11/2025,London,Toronto,delivered,19.02,999.395,301,52.54442692,0
SH924637,O644194,5/25/2024,8/21/2024,Berlin,Toronto,In Transit,182.26,480.03,88,2.633764951,0
SH338430,O781163,4/13/2025,5/2/2025,London,Sydney,Returned,108.8,216.28,19,1.987867647,0
SH330382,O290926,8/30/2025,9/14/2025,Berlin,Paris,Delayed,221.01,743.03,15,3.361974571,1
SH942673,O346825,9/24/2025,9/30/2025,New York,Toronto,In Transit,163.53,1343.46,6,8.215373326,0
SH679304,O869631,6/3/2025,8/4/2025,Cairo,Los Angeles,Delivered,210.93,1986.99,62,9.420139383,0
SH916815,O739715,3/25/2024,4/2/2025,Cairo,Los Angeles,Delayed,254.49,860.95,373,3.383040591,1
SH408653,O482444,9/10/2024,4/27/2025,New York,Toronto,Delivered,113.63,209.28,229,1.841767139,0
SH826453,O159748,10/7/2025,2/3/2024,New York,Dubai,Delivered,422.75,805.65,-612,1.905736251,0
SH996501,O251856,5/6/2024,8/26/2024,London,Paris,Delayed,205.68,1251.43,112,6.084354337,1
SH785414,O473559,12/23/2023,11/14/2024,London,Los Angeles,In Transit,90.13,1876.98,327,20.82525241,0
SH179394,O810680,7/15/2024,7/24/2025,Cairo,Sydney,Returned,300.89,1644.65,374,5.465951012,0
SH319862,O640500,12/11/2024,12/29/2024,Cairo,Dubai,In Transit,70.95,1128.66,18,15.90782241,0
SH928388,O925520,3/15/2025,5/17/2025,London,Los Angeles,Returned,150.96,1587.19,63,10.51397721,0
SH146726,O542082,9/23/2024,6/9/2025,Berlin,Sydney,Delayed,312.31,972.26,259,3.11312478,1
SH342272,O908930,12/4/2024,3/12/2024,Mumbai,Dubai,Delivered,436.2,1538.42,-267,3.526868409,0
SH829082,O475565,12/22/2023,1/12/2025,New York,Toronto,delivered,378.31,415.53,387,1.098384922,0
SH213554,O800631,12/4/2024,10/14/2025,Mumbai,Los Angeles,In Transit,332.62,1643.76,314,4.941855571,0
SH914741,O254339,6/24/2024,1/29/2024,Berlin,Paris,delivered,471.8,1984.45,-147,4.206125477,0
SH724755,O615195,12/19/2023,10/1/2024,London,Dubai,delivered,432.82,334.53,287,0.772907906,0
SH724618,O644068,12/1/2023,10/5/2025,Cairo,Sydney,Delayed,471.54,1021.68,674,2.166687874,1
SH467345,O418197,4/22/2025,5/4/2025,Mumbai,Toronto,Returned,332.34,1724.62,12,5.189324186,0
SH954946,O524315,3/31/2025,6/2/2025,Mumbai,Los Angeles,Delayed,131.25,897.97,63,6.84167619,1
SH193078,O171782,9/22/2025,10/7/2025,Cairo,Dubai,Delayed,91.96,5.39,15,0.05861244,1
SH811832,O362321,7/29/2024,7/10/2024,Berlin,Toronto,Delayed,149.47,504.3,-19,3.373921188,1
SH221932,O654288,3/2/2024,8/18/2024,London,Los Angeles,Delivered,443.88,1036.15,169,2.334302064,0
SH543493,O707307,12/24/2024,7/5/2024,New York,Los Angeles,delivered,405.54,302.14,-172,0.745031316,0
SH728780,O904061,7/24/2025,8/6/2025,Cairo,Paris,delivered,354.35,1803.82,13,5.090503739,0
SH831601,O583617,7/9/2024,9/4/2024,New York,Paris,Delayed,185.63,360.93,57,1.944351667,1
SH347455,O356848,2/9/2024,3/19/2025,London,Paris,Delivered,28.38,1941.09,404,68.39640592,0
SH782991,O263889,1/31/2025,5/24/2025,Mumbai,Los Angeles,In Transit,263.53,1414.91,113,5.36906614,0
SH561033,O560407,4/6/2025,4/14/2025,Berlin,Paris,In Transit,254.49,326.03,8,1.281111242,0
SH483789,O897044,6/12/2025,5/17/2025,London,Sydney,Returned,149.03,1103.85,-26,7.40689794,0
SH908431,O973563,3/21/2025,4/1/2025,New York,Los Angeles,Delivered,9.09,1158.92,11,127.4939494,0
SH848919,O929829,4/26/2024,5/8/2024,Cairo,Dubai,delivered,190.98,1651.94,12,8.649806262,0
SH903252,O749780,10/8/2025,12/20/2024,London,Sydney,Delivered,359.43,988.11,-292,2.749102746,0
SH147043,O560861,4/29/2024,2/23/2024,Berlin,Toronto,Delayed,388.02,1833.25,-66,4.724627597,1
SH540284,O429960,8/30/2024,9/12/2024,London,Sydney,Delayed,285.05,629.35,13,2.20785827,1
SH668539,O850808,1/31/2024,5/23/2024,New York,Los Angeles,delivered,19.39,1302.37,113,67.16709644,0
SH783860,O949107,5/17/2025,9/25/2024,Mumbai,Dubai,In Transit,167.09,682.13,-234,4.082410677,0
SH295880,O750940,1/10/2025,2/6/2024,Mumbai,Los Angeles,Delayed,341.55,1670.22,-339,4.890118577,1
SH931243,O687769,7/7/2024,11/7/2024,Cairo,Los Angeles,Returned,210.46,509.8,123,2.422313029,0
SH217215,O801649,11/1/2024,1/9/2024,London,Paris,Delivered,364.39,56.59,-297,0.155300639,0
SH780309,O800078,2/11/2024,2/13/2024,Cairo,Los Angeles,Delayed,372.53,999.395,2,2.682723539,1
SH654358,O139396,12/29/2023,1/5/2025,Cairo,Los Angeles,Delivered,315.27,1714.55,373,5.438354426,0
SH506158,O930812,3/14/2025,9/9/2025,Cairo,Los Angeles,In Transit,226.13,1528.83,179,6.760845531,0
SH411946,O728713,12/30/2024,5/18/2024,Cairo,Sydney,Returned,254.49,1380.8,-226,5.425753468,0
SH718830,O556364,9/22/2024,9/10/2025,New York,Los Angeles,delivered,145.77,1268.1,353,8.699320848,0
SH819263,O149210,3/18/2024,1/13/2025,Cairo,Toronto,Delayed,213.16,493.96,301,2.317320323,1
SH644158,O212016,5/13/2024,5/27/2024,London,Sydney,delivered,481.29,885.88,14,1.840636622,0
SH482427,O684843,11/3/2023,12/17/2023,Cairo,Dubai,In Transit,396.59,161.07,44,0.406137321,0
SH348285,O253193,11/13/2024,8/18/2024,London,Paris,delivered,368.03,205.75,-87,0.559057686,0
SH546377,O939026,12/11/2023,10/20/2024,Cairo,Dubai,Delayed,353.25,1791.44,314,5.071309271,1
SH749337,O614435,3/24/2025,4/8/2025,Cairo,Los Angeles,delivered,335.59,310.4,15,0.924938169,0
SH820045,O467608,9/20/2024,10/6/2024,London,Paris,Delivered,122.24,1772.14,16,14.49721859,0
SH102874,O231491,2/4/2025,6/25/2024,Cairo,Paris,Delivered,295.98,68.18,-224,0.230353402,0
SH428399,O836117,2/13/2025,12/23/2024,New York,Toronto,In Transit,254.49,1058.62,-52,4.159770521,0
SH225668,O788140,11/3/2023,2/25/2024,Mumbai,Los Angeles,Returned,395.1,1825.81,114,4.62113389,0
SH775193,O890076,3/12/2025,12/20/2023,Berlin,Sydney,Returned,21.52,621.26,-448,28.86895911,0
SH649918,O866719,8/23/2024,6/13/2024,Cairo,Sydney,Delayed,150.53,1459.22,-71,9.693881618,1
SH809441,O626718,8/23/2024,5/18/2025,Mumbai,Toronto,Delayed,247.02,999.395,268,4.045806008,1
SH984276,O440503,6/26/2024,5/20/2025,New York,Dubai,Returned,394.98,1496.3,328,3.788293078,0
SH922532,O973690,5/28/2024,6/3/2024,New York,Paris,delivered,54.81,1699.19,6,31.00145959,0
SH337349,O895745,9/4/2024,6/30/2025,Cairo,Dubai,delivered,198.13,399.52,299,2.016453843,0
SH203837,O545824,5/3/2024,4/14/2024,Berlin,Toronto,In Transit,302.81,999.395,-19,3.300402893,0
SH138125,O263848,10/1/2024,2/27/2024,London,Los Angeles,Delivered,347.72,707.76,-217,2.035430806,0
SH630723,O678459,6/23/2024,10/23/2024,Berlin,Paris,Delivered,481.21,417.28,122,0.867147399,0
SH284549,O608149,6/21/2025,10/14/2025,New York,Toronto,Returned,81.23,1583.29,115,19.49144405,0
SH516055,O246095,11/19/2024,7/20/2025,New York,Dubai,Delivered,345.14,1866.45,243,5.407805528,0
SH683768,O236107,12/30/2024,1/9/2025,Mumbai,Paris,In Transit,375.66,956.29,10,2.545626364,0
SH620441,O846680,8/18/2024,2/13/2024,London,Dubai,Delayed,417.63,1500.72,-187,3.593420013,1
SH679834,O768754,7/14/2025,6/29/2025,New York,Sydney,Delivered,433.25,136.76,-15,0.315660704,0
SH150288,O128065,1/22/2024,3/29/2025,Berlin,Dubai,Returned,254.49,1830.43,432,7.192541947,0
SH601563,O397430,7/30/2025,1/9/2025,New York,Los Angeles,Delivered,179.73,1529.61,-202,8.510599232,0
SH599143,O643088,4/5/2025,2/12/2024,Cairo,Paris,Returned,111.65,1721.04,-418,15.41459919,0
SH406573,O588345,6/3/2024,11/9/2023,Berlin,Toronto,In Transit,183.72,1494.79,-207,8.13623993,0
SH553842,O640312,1/8/2025,3/2/2024,New York,Dubai,delivered,191.42,108.4,-312,0.566294013,0
SH439596,O868133,12/28/2024,7/12/2025,Mumbai,Toronto,delivered,118.24,999.395,196,8.452258119,0
SH790378,O316031,11/3/2023,11/28/2023,London,Los Angeles,Returned,253.65,1828.99,25,7.210684013,0
SH375070,O177016,10/3/2024,10/13/2024,Mumbai,Dubai,Delivered,497.95,437.25,10,0.878100211,0
SH924231,O749607,6/5/2025,6/15/2025,Mumbai,Paris,In Transit,280.37,1092.96,10,3.898277276,0
SH418352,O102561,1/23/2024,9/23/2025,London,Dubai,Delayed,259.19,1678.07,609,6.474285273,1
SH425306,O356746,10/10/2025,10/20/2025,New York,Sydney,In Transit,245.3,989.83,10,4.035181411,0
SH952504,O157608,12/11/2023,7/22/2025,Mumbai,Los Angeles,delivered,24.66,1394.33,589,56.54217356,0
SH175159,O677145,2/23/2024,2/27/2024,Berlin,Los Angeles,Delayed,61.35,671.82,4,10.95061125,1
SH393559,O865533,4/12/2025,4/21/2025,Mumbai,Toronto,Delayed,201.37,1214.84,9,6.032874808,1
SH919144,O330560,10/5/2025,5/25/2024,Mumbai,Sydney,Delivered,28.89,510.71,-498,17.67774316,0
SH458928,O927350,11/28/2023,11/5/2024,London,Toronto,Delivered,13.29,874.8,343,65.82392777,0
SH645656,O401251,3/8/2025,7/19/2025,Berlin,Dubai,delivered,374.7,1034.46,133,2.760768615,0
SH239048,O408570,1/17/2025,11/1/2023,New York,Los Angeles,Delivered,371.34,651.08,-443,1.753325793,0
SH924663,O686591,6/28/2024,11/23/2024,New York,Toronto,In Transit,48.88,199.11,148,4.073445172,0
SH446558,O912974,5/20/2025,6/6/2024,Mumbai,Paris,Delivered,10.21,223.21,-348,21.8619001,0
SH582879,O403743,9/13/2025,8/31/2024,London,Sydney,Returned,201.44,1423.19,-378,7.065081414,0
SH639442,O787402,10/19/2025,11/3/2025,Cairo,Sydney,Delivered,303.28,1073.37,15,3.539204695,0
SH844588,O779572,5/1/2024,7/11/2024,New York,Toronto,Delivered,292.72,170.19,71,0.581408855,0
SH753483,O589995,11/23/2023,9/23/2024,Mumbai,Toronto,delivered,231.66,702.28,305,3.031511698,0
SH397896,O524201,11/8/2024,11/23/2024,London,Toronto,Delayed,410.73,1738.7,15,4.233194556,1
SH846589,O847839,11/24/2024,12/6/2024,Berlin,Dubai,In Transit,282.56,1297.95,12,4.593537656,0
SH169648,O641445,7/14/2024,5/20/2025,Cairo,Los Angeles,Returned,366.95,1031.72,310,2.811609211,0
SH509040,O672896,9/17/2024,9/18/2024,Berlin,Dubai,Delivered,418.52,1784.54,1,4.263930039,0
SH217873,O156249,6/20/2025,7/27/2024,London,Los Angeles,delivered,43.85,1061.4,-328,24.20524515,0
SH227827,O173714,9/12/2024,1/7/2025,Mumbai,Toronto,delivered,269.41,999.395,117,3.709569058,0
SH587038,O274694,5/15/2025,11/18/2024,Berlin,Dubai,Delivered,0.43,9.25,-178,21.51162791,0
SH909083,O427945,8/9/2024,5/28/2025,Mumbai,Paris,delivered,360.2,1059.8,292,2.942254303,0
SH504900,O641582,8/6/2024,6/25/2025,Mumbai,Toronto,delivered,330.5,1439.84,323,4.356550681,0
SH238683,O331038,11/1/2023,11/28/2024,London,Dubai,Returned,328.69,516.27,393,1.570689708,0
SH731300,O734307,12/8/2024,8/31/2025,New York,Paris,Returned,428.44,229.62,266,0.535944356,0
SH365866,O443519,4/25/2025,6/25/2025,London,Los Angeles,delivered,153.66,885.28,61,5.761291162,0
SH483846,O549234,5/30/2025,3/30/2025,Cairo,Dubai,In Transit,469.66,1601.29,-61,3.409466423,0
SH324022,O311503,11/19/2024,2/24/2024,Cairo,Dubai,In Transit,99.18,1344.04,-269,13.55152248,0
SH141785,O753688,5/19/2025,12/7/2023,New York,Dubai,In Transit,13.16,334.87,-529,25.44604863,0
SH276767,O279278,3/13/2025,7/14/2025,London,Dubai,Delivered,231.01,1429.71,123,6.188952859,0
SH905757,O587851,12/17/2024,1/29/2024,London,Paris,delivered,445.14,264.91,-323,0.595116143,0
SH117604,O432576,11/21/2024,3/3/2024,London,Paris,In Transit,254.49,544.57,-263,2.139848324,0
SH187849,O653353,1/17/2024,4/28/2024,London,Toronto,In Transit,254.55,485.23,102,1.906226675,0
SH194338,O330446,12/8/2023,9/28/2024,Berlin,Paris,Returned,239.61,872.84,295,3.642752807,0
SH580517,O513929,3/23/2025,9/17/2025,New York,Dubai,Delayed,46.58,1017.76,178,21.84972091,1
SH993204,O956397,5/19/2025,5/15/2025,Mumbai,Los Angeles,Delivered,335.46,1097.93,-4,3.272908842,0
SH512959,O827170,6/5/2024,3/9/2024,Mumbai,Paris,Returned,459.34,943.21,-88,2.053402708,0
SH802563,O153215,12/22/2023,12/25/2023,Berlin,Dubai,delivered,69.23,685.15,3,9.896721075,0
SH374653,O168734,11/25/2024,10/22/2025,Cairo,Sydney,Delayed,143.01,756.37,331,5.288930844,1
SH848608,O495645,2/5/2025,7/15/2025,Cairo,Los Angeles,Delivered,417.67,1522.63,160,3.645533555,0
SH839232,O673520,8/21/2025,8/24/2025,New York,Los Angeles,Delivered,340.93,1593.16,3,4.672982724,0
SH555613,O219574,2/23/2024,3/12/2024,Berlin,Sydney,delivered,86.99,1705.61,18,19.60696632,0
SH909728,O249274,10/3/2024,10/21/2024,New York,Los Angeles,Delivered,433.6,214.63,18,0.494995387,0
SH725143,O787654,7/8/2024,7/14/2024,Cairo,Los Angeles,Delivered,254.49,152.58,6,0.599552045,0
